"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","cancellation_policy","price"
"10748978","55573132","2016-01-21","","","","f","2.0","{email, phone, reviews, jumio}","t","Long Island City","Apartment","Private room","1","1.5","1.0","1.0","Airbed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Gym,Elevator,Heating,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,24-hour check-in,Laptop friendly workspace}","1","1","flexible","$55.00"
"13494095","379827","2011-02-06","within a few hours","90%","","f","1.0","{email, phone, facebook, reviews, jumio}","t","Financial District","Apartment","Entire home/apt","3","1.0","0.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Gym,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Shampoo,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","4","strict","$145.00"
"19944880","5350896","2013-03-06","within an hour","100%","","f","1.0","{email, phone, facebook, reviews, jumio}","t","Williamsburg","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Hot water,Bed linens,Extra pillows and blankets}","1","2","flexible","$150.00"
"1762433","9264465","2013-10-06","","","","f","1.0","{email, phone, reviews, kba}","t","Williamsburg","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Essentials,Shampoo}","1","1","moderate","$79.00"
"6862600","21705761","2014-09-23","","","","f","2.0","{email, phone, reviews, kba}","t","Park Slope","Apartment","Entire home/apt","4","1.0","2.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Pets live on this property,Dog(s),Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Laptop friendly workspace}","1","2","flexible","$215.00"
"7111691","37253141","2015-07-01","","","","f","1.0","{email, phone, reviews, kba}","t","Prospect Heights","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Fire extinguisher,Essentials,Shampoo}","1","1","flexible","$125.00"
"7535868","31307789","2015-04-15","within a few hours","63%","","f","4.0","{email, phone, reviews, jumio, kba, work_email}","t","Corona","House","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","15","strict","$48.00"
"10444139","344035","2011-01-11","within an hour","99%","","t","10.0","{email, phone, reviews, kba}","f","Prospect Heights","Apartment","Private room","2","2.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","strict","$45.00"
"12971912","8540163","2013-08-30","within an hour","100%","","f","2.0","{email, phone, amex, reviews}","f","East Flatbush","Apartment","Entire home/apt","6","1.0","1.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,First aid kit,Fire extinguisher,Essentials,24-hour check-in,Hangers,Self Check-In,Keypad,Microwave,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove}","1","1","strict","$95.00"
"19477007","17198463","2014-06-24","within an hour","100%","","f","1.0","{email, phone, reviews, kba}","t","Ditmars Steinway","Condominium","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Microwave,Coffee maker,Refrigerator,Stove,Single level home,Garden or backyard,Luggage dropoff allowed,Well-lit path to entrance,Step-free access,Accessible-height bed,Step-free access,Fixed grab bars for shower & toilet,Step-free access}","1","1","moderate","$80.00"
"7301460","1831912","2012-02-29","within an hour","100%","","f","2.0","{email, phone, facebook, reviews, kba}","t","Washington Heights","Apartment","Private room","1","1.0","1.0","1.0","Pull-out Sofa","{Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo}","1","2","strict","$60.00"
"19489633","43581758","2015-09-07","within an hour","100%","","f","1.0","{email, phone, reviews}","f","Inwood","Condominium","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Hair dryer,Iron,Wide hallway clearance,Step-free access,Flat, smooth pathway to front door,Well-lit path to entrance,Step-free access,Wide clearance to bed}","2","2","strict","$50.00"
"11926941","4501003","2012-12-27","","","","f","1.0","{email, phone, facebook, reviews, jumio}","t","Flatbush","Apartment","Entire home/apt","3","1.0","0.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace}","1","1","flexible","$99.00"
"7824018","41193978","2015-08-11","","","","f","1.0","{email, phone, reviews}","f","Hell's Kitchen","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Washer,Dryer,Smoke detector,Essentials,Hangers,Hair dryer,Iron}","1","3","strict","$100.00"
"15958841","778293","2011-07-04","within a few hours","100%","","t","1.0","{email, phone, reviews, jumio}","t","Sunset Park","Apartment","Entire home/apt","4","1.0","0.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Cat(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Smart lock,Private entrance,Outlet covers,Stair gates,Children’s books and toys,Window guards,Table corner guards,Fireplace guards,Babysitter recommendations,Room-darkening shades,Children’s dinnerware}","1","3","moderate","$95.00"
"18558836","3279508","2016-06-21","within an hour","100%","","t","1.0","{email, phone, facebook, reviews}","f","Bedford-Stuyvesant","Apartment","Private room","2","1.0","2.0","1.0","Real Bed","{Wireless Internet,Kitchen,Pets allowed,Heating,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,Self Check-In,Lockbox,Private living room}","1","3","strict","$60.00"
"17680498","120400978","2017-03-12","within an hour","90%","","f","2.0","{email, phone, reviews}","f","Greenpoint","Apartment","Entire home/apt","7","1.0","2.0","3.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","4","1","moderate","$208.00"
"16787984","111542307","2017-01-15","within an hour","97%","","f","6.0","{email, phone, reviews}","f","Bedford-Stuyvesant","Apartment","Private room","3","1.0","1.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,Lock on bedroom door,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox}","1","2","strict","$30.00"
"14906904","91829447","2016-08-25","within an hour","95%","","f","3.0","{email, phone, google, reviews, jumio, government_id}","t","Kips Bay","Apartment","Entire home/apt","10","1.0","3.0","4.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Suitable for events,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox}","8","1","strict","$499.00"
"11355659","4129231","2012-11-12","within a few hours","100%","","t","1.0","{email, phone, google, linkedin, reviews, jumio, kba}","t","Little Italy","Apartment","Entire home/apt","12","3.0","4.0","6.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","4","3","strict","$699.00"
"265506","1392440","2011-11-10","","","","f","1.0","{email, phone, reviews, kba}","t","Upper East Side","Apartment","Entire home/apt","6","1.0","2.0","3.0","Real Bed","{Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Hangers,Hair dryer,Laptop friendly workspace}","4","7","strict","$485.00"
"16823405","111933965","2017-01-17","within an hour","100%","","f","1.0","{email, phone, reviews}","f","Financial District","Apartment","Entire home/apt","6","2.5","3.0","3.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Gym,Elevator,Hot tub,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance,Bathtub}","3","4","strict","$249.00"
"7675123","12382677","2014-02-19","","","","f","1.0","{email, phone, reviews, kba}","t","Hell's Kitchen","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Essentials,Shampoo}","1","1","flexible","$100.00"
"16505757","22864208","2014-10-22","within a few hours","80%","","f","1.0","{email, phone, reviews, kba}","t","Bushwick","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","moderate","$50.00"
"10449728","6154254","2016-01-08","within an hour","100%","","f","1.0","{email, phone, reviews, kba}","t","Upper East Side","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","5","flexible","$115.00"
"18735449","3595920","2012-09-17","","","","f","1.0","{email, phone, reviews, work_email}","f","Crown Heights","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Breakfast,Heating,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Bathtub,Hot water,Extra pillows and blankets}","1","3","flexible","$50.00"
"907966","4864306","2013-01-27","within a few hours","70%","","f","3.0","{email, phone, facebook, reviews}","f","Greenpoint","Loft","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove}","1","2","strict","$50.00"
"20795251","149073048","2017-09-04","within an hour","85%","","f","3.0","{email, phone, facebook, reviews}","f","Bushwick","Townhouse","Private room","1","2.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace,Private living room,Private entrance}","1","2","flexible","$60.00"
"20325986","145013050","2017-08-08","within an hour","100%","","f","1.0","{email, phone, reviews}","f","Bushwick","Guest suite","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Lock on bedroom door,Hangers}","1","1","flexible","$75.00"
"6559453","34306160","2015-05-26","within an hour","100%","","t","1.0","{email, phone, reviews, jumio}","t","Williamsburg","Loft","Private room","1","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Smoke detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Host greets you}","1","4","strict","$60.00"
"7023437","1298759","2011-10-16","","","","f","1.0","{email, phone, facebook, reviews, jumio, offline_government_id, kba, government_id}","t","Williamsburg","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Hair dryer,Iron,Laptop friendly workspace}","1","7","moderate","$220.00"
"19873802","28055322","2015-02-20","within an hour","100%","","f","1.0","{email, phone, reviews, jumio}","t","Williamsburg","Apartment","Entire home/apt","6","1.0","2.0","3.0","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,Self Check-In,Lockbox,Hot water,Bed linens,Extra pillows and blankets}","4","2","strict","$169.00"
"159749","54275","2009-11-14","within an hour","100%","","t","3.0","{email, phone, reviews, kba}","t","Bedford-Stuyvesant","House","Private room","3","1.0","1.0","2.0","Real Bed","{Cable TV,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Hot water,Bed linens,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove}","2","1","strict","$80.00"
"19084785","10545382","2013-12-10","within an hour","100%","","f","2.0","{email, phone, reviews, jumio}","t","Williamsburg","Apartment","Private room","2","1.5","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Smart lock}","1","1","moderate","$79.00"
"6330321","6319915","2013-05-10","within an hour","100%","","f","2.0","{email, phone, reviews, jumio}","t","St. George","Apartment","Entire home/apt","4","1.0","2.0","3.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Private entrance}","1","4","strict","$106.00"
"12728122","18015993","2014-07-12","within a few hours","100%","","f","1.0","{email, phone, reviews, jumio}","t","Bushwick","Apartment","Entire home/apt","2","1.0","0.0","2.0","Real Bed","{Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Smoke detector,Carbon monoxide detector,Essentials,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","5","moderate","$92.00"
"704173","3616251","2012-09-19","within an hour","100%","","f","1.0","{email, phone, facebook, google, linkedin, reviews, jumio, offline_government_id, selfie, government_id, identity_manual, work_email}","f","Bedford-Stuyvesant","Apartment","Private room","2","1.0","1.0","1.0","Airbed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Cat(s),Heating,Family/kid friendly,Washer,Dryer,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","1","flexible","$89.00"
"11969336","30991744","2015-04-10","","","","f","1.0","{email, phone, reviews}","f","Hell's Kitchen","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials,Iron}","1","1","strict","$100.00"
"15618546","5598880","2013-03-24","within a day","100%","","f","1.0","{email, phone, reviews, kba}","t","Upper West Side","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator,Heating,Washer,Dryer,Essentials,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","strict","$135.00"
"7859630","33069475","2015-05-10","within an hour","100%","","f","2.0","{email, phone, reviews}","f","Bedford-Stuyvesant","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Iron,Laptop friendly workspace,Self Check-In,Keypad,Lockbox}","1","20","strict","$40.00"
"15271865","68746033","2016-04-24","","","","f","1.0","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","Bedford-Stuyvesant","Townhouse","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Essentials,Shampoo,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","1","flexible","$80.00"
"953951","4797813","2013-01-21","within a day","88%","","f","1.0","{email, phone, facebook, reviews, jumio}","t","Greenwich Village","Apartment","Entire home/apt","3","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Iron,Laptop friendly workspace}","1","2","flexible","$199.00"
"19198573","134297728","2017-06-09","within an hour","100%","","f","1.0","{email, phone, facebook, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","t","Bedford-Stuyvesant","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Washer,Dryer,Smoke detector,Wireless Internet,Carbon monoxide detector,Air conditioning,Kitchen,Essentials,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox,Microwave,Refrigerator,Buzzer/wireless intercom,Heating}","1","1","flexible","$60.00"
"1276303","4061079","2012-11-04","within a few hours","100%","","t","1.0","{email, phone, facebook, reviews, kba}","t","Williamsburg","Apartment","Entire home/apt","2","1.0","1.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer}","1","2","strict","$150.00"
"44506","126607","2010-05-17","within an hour","95%","","f","3.0","{email, phone, reviews}","f","Harlem","Apartment","Entire home/apt","4","1.0","2.0","3.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50,Bathtub}","2","3","strict","$165.00"
"10021915","51460393","2015-12-15","","","","f","1.0","{email, phone, reviews}","f","Upper West Side","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Laptop friendly workspace}","1","8","flexible","$140.00"
"6823578","35350208","2015-06-09","","","","f","1.0","{email, phone, reviews, jumio}","t","Washington Heights","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Pets live on this property,Cat(s),Elevator,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials}","1","1","flexible","$69.00"
"4885569","17056215","2014-06-21","within an hour","100%","","f","1.0","{email, phone, reviews, kba, work_email}","t","Greenwich Village","Apartment","Entire home/apt","3","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Self Check-In,Lockbox,Bathtub,Game console,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Air purifier}","1","2","moderate","$180.00"
"4279365","232410","2010-09-12","","","","f","1.0","{email, phone, reviews, jumio}","t","Upper West Side","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Pool,Kitchen,Doorman,Gym,Elevator,Heating,Smoke detector,Carbon monoxide detector,Essentials}","1","1","strict","$200.00"
"2608217","13322169","2014-03-19","","","","f","1.0","{email, phone, reviews, jumio}","t","Morningside Heights","Apartment","Entire home/apt","2","1.0","1.0","2.0","Real Bed","{Internet,Wireless Internet,Kitchen,Elevator,Heating,Washer,Dryer}","1","2","strict","$120.00"
"20540552","1130822","2011-09-08","within an hour","100%","","f","1.0","{email, phone, facebook, reviews}","f","Upper West Side","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Essentials,Shampoo,Hangers,Private living room}","1","2","flexible","$120.00"
"8842752","4586937","2013-01-04","","","","f","1.0","{email, phone, reviews, kba}","t","Williamsburg","Apartment","Entire home/apt","3","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials}","1","1","flexible","$100.00"
"9792367","50467679","2015-12-03","","","","f","1.0","{email, phone, reviews, jumio}","t","Crown Heights","Apartment","Private room","2","1.5","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Lock on bedroom door,24-hour check-in,Laptop friendly workspace,Microwave,Coffee maker,Refrigerator,Dishes and silverware,Cooking basics,Oven,Stove,Patio or balcony,Cleaning before checkout}","1","4","moderate","$40.00"
"7802086","12904034","2014-03-07","","","","f","1.0","{email, phone, reviews, jumio}","t","Long Island City","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace}","1","2","flexible","$80.00"
"6347729","33064599","2015-05-10","within an hour","100%","","f","3.0","{email, phone, reviews}","f","Upper West Side","Apartment","Private room","3","1.0","1.0","2.0","Real Bed","{Wireless Internet,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Washer,Dryer,Smoke detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","strict","$59.00"
"19190476","34055690","2015-05-23","within an hour","100%","","f","1.0","{email, phone, facebook, reviews, jumio, offline_government_id, government_id, work_email}","f","East Village","Apartment","Private room","3","1.0","1.0","2.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Laptop friendly workspace}","1","4","moderate","$105.00"
"12812630","69866168","2016-05-01","within an hour","100%","","f","1.0","{email, phone, linkedin, reviews, jumio, kba, government_id}","t","Jamaica","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","1","flexible","$60.00"
"15056050","15198834","2014-05-06","within a few hours","100%","","f","1.0","{email, phone, facebook, reviews, jumio, government_id}","t","Flatbush","Apartment","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","2","flexible","$112.00"
"12048","7549","2009-02-07","within a few hours","100%","","f","4.0","{email, phone, manual_online, reviews, sent_id, kba}","t","Lower East Side","Apartment","Shared room","1","1.0","1.0","1.0","Pull-out Sofa","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Fire extinguisher,Shampoo}","1","1","strict","$40.00"
"9462694","10240786","2013-11-24","","","","f","1.0","{email, phone, reviews, kba}","t","Carroll Gardens","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Heating,Washer,Dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","moderate","$150.00"
"19445014","21411317","2014-09-16","within a few hours","100%","","f","2.0","{email, phone, google, reviews, kba}","t","Crown Heights","Apartment","Private room","2","1.5","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets live on this property,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,Hangers,Laptop friendly workspace}","1","7","moderate","$99.00"
"17547029","28786801","2015-03-05","within an hour","100%","","f","3.0","{email, phone, reviews, kba}","t","Bushwick","Apartment","Private room","2","1.5","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Private living room}","1","1","flexible","$54.00"
"14014784","9107244","2013-09-28","within a few hours","100%","","f","2.0","{email, phone, reviews, kba}","t","Williamsburg","Loft","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator,Heating,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,24-hour check-in,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","strict","$50.00"
