"id","host_id","host_since","host_response_time","host_response_rate","host_acceptance_rate","host_is_superhost","host_total_listings_count","host_verifications","host_identity_verified","neighbourhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","amenities","guests_included","minimum_nights","cancellation_policy","price"
"16087249","69545883","2016-04-29","within an hour","100%","","f","33.0","{email, phone, facebook, reviews, kba}","t","Midtown","Timeshare","Entire home/apt","4","1.0","1.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Gym,Elevator,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Doorman}","1","3","strict","$599.00"
"898737","4288966","2012-11-30","within a day","100%","","f","1.0","{email, phone, reviews, kba}","t","Sunset Park","Apartment","Private room","2","1.5","1.0","2.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Fire extinguisher,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","3","1","moderate","$75.00"
"15425744","96892684","2016-09-26","within an hour","100%","","t","1.0","{email, phone, reviews}","f","Washington Heights","Apartment","Private room","3","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Breakfast,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Fireplace guards,Host greets you}","1","1","strict","$65.00"
"16132114","90658585","2016-08-18","within a day","100%","","f","2.0","{email, phone, linkedin, reviews, jumio, government_id}","t","Tompkinsville","House","Private room","1","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","moderate","$34.00"
"20989220","151073194","2017-09-18","within an hour","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","Flushing","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{TV,Cable TV,Wireless Internet,Air conditioning,Breakfast,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Smart lock}","1","1","flexible","$99.00"
"11974135","116382","2010-05-01","within an hour","100%","","f","9.0","{email, phone, reviews, kba}","t","Crown Heights","House","Private room","2","3.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Gym,Heating,Family/kid friendly,Suitable for events,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","flexible","$51.00"
"14899955","32258935","2015-04-30","within a day","100%","","f","1.0","{email, phone, reviews}","f","Bedford-Stuyvesant","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Cat(s),Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","3","moderate","$35.00"
"20008186","140970175","2017-07-17","within a few hours","100%","","f","1.0","{email, phone, reviews}","f","Upper West Side","Apartment","Entire home/apt","4","1.0","2.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace}","2","3","strict","$164.00"
"18617676","129333453","2017-05-07","within a few hours","100%","","f","1.0","{phone, reviews}","f","Lower East Side","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Hot tub,Heating,Family/kid friendly,Washer,Dryer,Essentials,Shampoo,Hangers}","1","4","strict","$169.00"
"7258864","2662538","2012-06-17","within an hour","100%","","t","1.0","{email, phone, facebook, reviews}","f","Williamsburg","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Laptop friendly workspace,Game console}","1","1","strict","$84.00"
"18148158","124142417","2017-04-03","within an hour","100%","","t","3.0","{email, phone, facebook, reviews, jumio, offline_government_id, government_id}","t","Bushwick","Other","Entire home/apt","5","1.0","0.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Keypad,Private entrance}","3","2","moderate","$95.00"
"16243823","32199225","2015-04-29","","","","f","1.0","{email, phone, facebook, reviews, kba}","t","Williamsburg","Apartment","Entire home/apt","6","2.0","3.0","3.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Laptop friendly workspace}","1","1","flexible","$360.00"
"9714479","3429147","2012-08-31","within an hour","100%","","f","1.0","{email, phone, google, linkedin, reviews, kba}","t","Flatbush","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50}","1","3","moderate","$85.00"
"11911783","9143200","2013-09-30","","","","f","1.0","{email, phone, facebook, reviews, jumio, government_id}","t","Upper West Side","Apartment","Entire home/apt","2","1.0","1.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Gym,Elevator,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace}","1","3","moderate","$160.00"
"13282638","31753024","2015-04-22","","","","f","1.0","{email, phone, reviews}","f","Bushwick","Apartment","Entire home/apt","3","1.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Heating,Family/kid friendly,Essentials,Shampoo,Lock on bedroom door,Hair dryer,Iron,Laptop friendly workspace}","1","2","flexible","$68.00"
"5602200","24665235","2014-12-09","","","","f","1.0","{email, phone, facebook, reviews, jumio}","t","Bedford-Stuyvesant","Apartment","Entire home/apt","2","1.0","1.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Essentials}","1","2","flexible","$75.00"
"16348240","60617669","2016-02-27","within an hour","100%","","f","7.0","{email, phone, facebook, reviews}","f","Midtown","Boutique hotel","Entire home/apt","4","1.0","0.0","2.0","Real Bed","{TV,Wireless Internet,Air conditioning,Gym,Elevator,Heating,Family/kid friendly,Suitable for events,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,Private entrance}","1","2","strict","$149.00"
"15884886","58368740","2016-02-11","a few days or more","20%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, government_id}","t","Bedford-Stuyvesant","Apartment","Private room","2","2.0","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","flexible","$70.00"
"13432851","9339396","2013-10-09","within a day","90%","","f","1.0","{email, phone, reviews, jumio, government_id}","t","Crown Heights","House","Entire home/apt","7","2.5","4.0","5.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,Fire extinguisher,Hair dryer,Laptop friendly workspace}","5","2","flexible","$300.00"
"9979608","41414774","2015-08-13","","","","f","1.0","{email, phone, reviews, kba}","t","Astoria","Apartment","Entire home/apt","4","1.0","1.0","2.0","Airbed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Free parking on premises,Pets allowed,Pets live on this property,Dog(s),Heating,Washer,Dryer,Smoke detector,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","2","2","flexible","$175.00"
"1140826","6256118","2013-05-06","within a day","80%","","f","1.0","{email, phone, facebook, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","Gowanus","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Free parking on premises,Heating,Essentials}","1","1","flexible","$49.00"
"20794951","106894257","2016-12-11","within an hour","100%","","f","1.0","{email, phone, facebook, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","t","Astoria","Apartment","Entire home/apt","3","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Laptop friendly workspace}","1","7","flexible","$93.00"
"18768127","30237517","2015-03-29","within a few hours","83%","","f","9.0","{email, phone, reviews, manual_offline, jumio}","t","Forest Hills","House","Entire home/apt","4","1.0","0.0","3.0","Real Bed","{TV,Wireless Internet,Kitchen,Indoor fireplace,Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Shampoo,Hangers,Hair dryer}","2","2","moderate","$88.00"
"2151479","10981050","2014-01-03","within an hour","100%","","f","1.0","{email, phone, reviews, kba}","t","Bedford-Stuyvesant","Apartment","Entire home/apt","5","1.0","1.0","2.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets live on this property,Dog(s),Heating,Family/kid friendly,Smoke detector,Carbon monoxide detector,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace}","3","3","strict","$122.00"
"2160591","6326737","2013-05-10","within a few hours","100%","","f","1.0","{email, phone, reviews, jumio, government_id}","t","Bushwick","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Washer,Dryer,Internet,Wireless Internet,Air conditioning,Kitchen,Essentials,Buzzer/wireless intercom,Heating,Family/kid friendly}","1","3","flexible","$70.00"
"18433781","54548000","2016-01-13","within an hour","100%","","f","2.0","{email, phone, facebook, google, linkedin, reviews, kba}","t","Bedford-Stuyvesant","House","Private room","2","2.5","1.0","1.0","Real Bed","{TV,Wireless Internet,Air conditioning,Kitchen,Breakfast,Indoor fireplace,Heating,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50,Private entrance,Hot water,Bed linens,Extra pillows and blankets,Ethernet connection,Microwave,Coffee maker,Refrigerator,Dishwasher,Dishes and silverware,Cooking basics,Oven,Stove,BBQ grill,Patio or balcony,Garden or backyard,Luggage dropoff allowed,Long term stays allowed}","1","1","strict","$75.00"
"9997702","5123299","2013-02-17","","","","f","1.0","{email, phone, reviews, kba}","t","Bushwick","Apartment","Private room","2","1.5","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Essentials}","1","1","flexible","$75.00"
"9171140","12986471","2014-03-10","","","","f","1.0","{email, phone, reviews, jumio}","t","Williamsburg","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector}","1","1","flexible","$75.00"
"7664965","3861106","2012-10-13","within a few hours","100%","","f","1.0","{email, phone, facebook, reviews, jumio}","t","Bushwick","Apartment","Private room","1","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Smoke detector,Carbon monoxide detector,First aid kit,Fire extinguisher,Essentials,Shampoo,Lock on bedroom door,24-hour check-in,Hangers,Iron,Laptop friendly workspace}","1","2","flexible","$77.00"
"1994574","10280734","2013-11-26","within a few hours","100%","","f","1.0","{email, phone, reviews, jumio, offline_government_id, selfie, government_id, identity_manual}","f","West Village","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Internet,Wireless Internet,Air conditioning,Kitchen,Indoor fireplace,Buzzer/wireless intercom,Heating,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","1","strict","$96.00"
"6404584","33403059","2015-05-15","within a day","60%","","f","3.0","{email, phone, reviews, kba}","t","Crown Heights","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Smoke detector,Carbon monoxide detector,Essentials,Shampoo}","1","5","moderate","$79.00"
"5406041","27974744","2015-02-18","within a day","93%","","f","2.0","{email, phone, reviews}","f","East Village","Apartment","Private room","2","2.0","1.0","1.0","Pull-out Sofa","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Dryer,Smoke detector,First aid kit,Fire extinguisher,Lock on bedroom door,Hangers,Hair dryer,Iron,Laptop friendly workspace}","1","1","flexible","$100.00"
"14772799","8291952","2013-08-20","within an hour","100%","","f","1.0","{email, phone, reviews, manual_offline, jumio}","t","Upper East Side","Apartment","Entire home/apt","3","1.0","1.0","1.0","Real Bed","{TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,Self Check-In,Lockbox}","2","2","strict","$210.00"
"19073504","83057736","2016-07-11","within a day","100%","","f","1.0","{email, phone, reviews}","f","Park Slope","Apartment","Private room","2","1.0","1.0","1.0","Real Bed","{Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Smoke detector,Carbon monoxide detector,Shampoo,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","6","strict","$56.00"
"16960374","30097523","2015-03-27","within a few hours","100%","","f","1.0","{email, phone, facebook, reviews, jumio}","t","Harlem","Apartment","Entire home/apt","2","1.0","1.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Heating,translation missing: en.hosting_amenity_49}","1","14","strict","$140.00"
"9696307","25499953","2015-01-02","","","","f","1.0","{email, phone, reviews, jumio, offline_government_id, government_id, work_email}","t","Upper West Side","Apartment","Entire home/apt","2","1.0","0.0","1.0","Real Bed","{TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator,Buzzer/wireless intercom,Heating,Smoke detector,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50}","1","2","moderate","$100.00"
